flowCode,reporterCode,reporterISO,partnerCode,partnerISO,cmdCode,cmdDesc,qtyUnitAbbr,qty,fobvalue
X,643,RUS,688,SRB,23,"Food industries, residues and wastes thereof; prepared animal fodder",N/A,,2104306.0
X,643,RUS,688,SRB,24,Tobacco and manufactured tobacco substitutes,N/A,,12087073.0
X,643,RUS,688,SRB,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",N/A,,1954882.0
X,643,RUS,688,SRB,26,"Ores, slag and ash",N/A,,212898.0
X,643,RUS,688,SRB,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",N/A,,10073338.0
X,643,RUS,688,SRB,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",N/A,,6726371.0
X,643,RUS,688,SRB,29,Organic chemicals,N/A,,325162.0
X,643,RUS,688,SRB,30,Pharmaceutical products,N/A,,101388.0
X,643,RUS,688,SRB,31,Fertilizers,N/A,,106348763.0
X,643,RUS,688,SRB,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",N/A,,14593.0
